Date,Time,R1,R2,R3,R4,F1,F2,F3,SP
2024/12/18,07:20:00,3.2,1.7,0,1.9,-19.9,-20,-19.2,27
2024/12/18,07:21:00,3.2,1.7,0,1.8,-19.9,-20,-19.3,27
2024/12/18,07:22:00,3.2,1.7,0,1.8,-19.9,-20,-19.2,27
2024/12/18,07:23:00,3.2,1.7,0,1.8,-19.9,-20,-19.3,27
2024/12/18,07:24:00,3.1,1.7,0,1.8,-19.9,-20,-19.2,27
2024/12/18,07:25:00,3.1,1.7,0,1.8,-19.9,-20,-19.3,27
2024/12/18,07:26:00,3.1,1.6,0,1.8,-19.9,-20,-19.3,27
2024/12/18,07:27:00,3.1,1.6,0,1.8,-19.9,-20,-19.3,27
2024/12/18,07:28:00,3.1,1.6,0,1.8,-19.9,-20,-19.3,26.9
2024/12/18,07:29:00,3.2,1.6,0,1.8,-19.9,-20,-19.3,28
2024/12/18,07:30:00,3.2,1.7,0.1,1.8,-19.9,-20,-19.3,28.6
2024/12/18,07:31:00,3.3,1.7,0.1,1.8,-19.8,-20,-19.2,28.7
2024/12/18,07:32:00,3.4,1.8,0.2,1.8,-19.8,-20,-19.2,28.5
2024/12/18,07:33:00,3.4,1.9,0.2,1.8,-19.7,-20,-19.2,28.6
2024/12/18,07:34:00,3.5,2,0.2,1.8,-19.7,-19.9,-19.2,28.5
2024/12/18,07:35:00,3.5,2.1,0.3,1.8,-19.6,-19.9,-19.2,28.6
2024/12/18,07:36:00,3.6,2.1,0.3,1.8,-19.6,-19.9,-19.1,28.7
2024/12/18,07:37:00,3.6,2.2,0.4,1.8,-19.5,-19.8,-19.1,28.7
2024/12/18,07:38:00,3.7,2.3,0.4,1.8,-19.5,-19.8,-19.1,28.7
2024/12/18,07:39:00,3.8,2.4,0.4,1.8,-19.4,-19.8,-19,28.7
2024/12/18,07:40:00,3.9,2.5,0.5,1.8,-19.3,-19.8,-19,28.7
2024/12/18,07:41:00,3.9,2.6,0.5,1.8,-19.3,-19.7,-19,28.7
2024/12/18,07:42:00,4,2.6,0.6,1.9,-19.2,-19.6,-18.9,28.6
2024/12/18,07:43:00,4.1,2.7,0.7,1.9,-19.1,-19.6,-18.9,28.6
2024/12/18,07:44:00,4.2,2.8,0.7,1.9,-19,-19.5,-18.8,28.7
2024/12/18,07:45:00,4.3,2.9,0.8,1.9,-18.9,-19.5,-18.8,28.7
2024/12/18,07:46:00,4.3,3,0.8,1.9,-18.8,-19.4,-18.7,28.7
2024/12/18,07:47:00,4.4,3.1,0.9,1.9,-18.7,-19.4,-18.7,28.8
2024/12/18,07:48:00,4.5,3.2,1,2,-18.6,-19.3,-18.6,28.6
2024/12/18,07:49:00,4.6,3.3,1,2,-18.5,-19.2,-18.6,28.5
2024/12/18,07:50:00,4.7,3.3,1.1,2,-18.4,-19.1,-18.5,28.5
2024/12/18,07:51:00,4.8,3.4,1.2,2,-18.3,-19,-18.5,28.6
2024/12/18,07:52:00,4.9,3.5,1.2,2,-18.2,-19,-18.4,28.5
2024/12/18,07:53:00,5,3.6,1.3,2.1,-18,-18.9,-18.3,2.4
2024/12/18,07:54:00,5,3.7,1.4,2.1,-17.8,-18.7,-18.1,14.7
2024/12/18,07:55:00,5.1,3.8,1.4,2.2,-17.7,-18.6,-18,20.9
2024/12/18,07:56:00,5,3.8,1.4,2.2,-17.6,-18.5,-17.9,23.5
2024/12/18,07:57:00,5.1,3.8,1.5,2.2,-17.5,-18.4,-17.8,24.8
2024/12/18,07:58:00,5.2,3.8,1.5,2.3,-17.4,-18.3,-17.7,25.5
2024/12/18,07:59:00,5.2,3.8,1.6,2.3,-17.4,-18.2,-17.6,25.9
2024/12/18,08:00:00,5.2,3.8,1.6,2.3,-17.4,-18.2,-17.6,26.1
2024/12/18,08:01:00,5.3,3.8,1.6,2.4,-17.3,-18.1,-17.5,26.3
2024/12/18,08:02:00,5.3,3.9,1.7,2.4,-17.3,-18.1,-17.5,26.5
2024/12/18,08:03:00,5.3,3.9,1.7,2.4,-17.3,-18,-17.4,26.5
2024/12/18,08:04:00,5.4,3.9,1.7,2.4,-17.3,-18,-17.4,26.6
2024/12/18,08:05:00,5.4,3.9,1.8,2.5,-17.3,-18,-17.3,26.7
2024/12/18,08:06:00,5.4,3.9,1.8,2.5,-17.3,-18,-17.3,26.8
2024/12/18,08:07:00,5.4,3.9,1.8,2.5,-17.3,-18,-17.3,26.8
2024/12/18,08:08:00,5.4,3.9,1.8,2.5,-17.3,-17.9,-17.2,26.9
2024/12/18,08:09:00,5.4,3.9,1.9,2.5,-17.3,-17.9,-17.2,26.9
2024/12/18,08:10:00,5.4,3.9,1.9,2.6,-17.4,-17.9,-17.2,27
2024/12/18,08:11:00,5.5,3.9,1.9,2.6,-17.4,-17.9,-17.2,27
2024/12/18,08:12:00,5.5,3.9,1.9,2.6,-17.4,-17.9,-17.2,26.9
2024/12/18,08:13:00,5.5,3.8,1.9,2.7,-17.4,-17.9,-17.2,27.1
2024/12/18,08:14:00,5.5,3.8,1.9,2.7,-17.5,-17.9,-17.2,27.1
2024/12/18,08:15:00,5.5,3.8,1.9,2.7,-17.5,-18,-17.2,27.3
2024/12/18,08:16:00,5.5,3.8,1.9,2.7,-17.6,-18,-17.2,27.1
2024/12/18,08:17:00,5.5,3.8,1.9,2.7,-17.6,-18,-17.2,27.3
2024/12/18,08:18:00,5.5,3.8,1.9,2.7,-17.7,-18,-17.3,27
2024/12/18,08:19:00,5.5,3.8,2,2.8,-17.7,-18,-17.3,27.2
2024/12/18,08:20:00,7.5,8.6,3.3,3.3,-17.7,-18.1,-17.3,25.4
2024/12/18,08:21:00,8.7,11,4.2,5.2,-17.7,-18.1,-17.3,26.6
2024/12/18,08:22:00,8.5,9.7,4.1,4.8,-12.8,-17.2,-16.4,27.1
2024/12/18,08:23:00,8.6,9,4.2,5,-10.1,-16,-15.2,27.7
2024/12/18,08:24:00,9.7,9.6,4.8,5.6,-9,-14.8,-14,28.5
2024/12/18,08:25:00,11,12.2,6,8.2,-8.5,-14,-13.1,29.3
2024/12/18,08:26:00,11.1,11.7,6.4,8,-8,-13.2,-12.3,30.2
2024/12/18,08:27:00,11.1,11,6.6,8.2,-7.6,-12.5,-11.5,30.2
2024/12/18,08:28:00,11.1,10.6,6.9,8.4,-7.3,-11.9,-10.9,30.7
2024/12/18,08:29:00,11.2,10.5,7.2,8.6,-7.1,-11.4,-10.3,30.7
2024/12/18,08:30:00,11.1,10.2,7.4,8.7,-6.9,-10.9,-9.8,30.8
2024/12/18,08:31:00,11,10.1,7.6,8.9,-6.8,-10.5,-9.4,31
2024/12/18,08:32:00,10.9,9.9,7.8,9.1,-6.7,-10.2,-9.1,31.2
2024/12/18,08:33:00,10.7,9.8,7.9,9.2,-6.6,-9.8,-8.8,31.2
2024/12/18,08:34:00,10.5,9.6,8.1,9.4,-6.6,-9.6,-8.5,31.3
2024/12/18,08:35:00,10.4,9.5,8.2,9.5,-6.6,-9.4,-8.3,31.5
2024/12/18,08:36:00,10.1,9.3,8.3,9.6,-6.7,-9.2,-8.1,31.5
2024/12/18,08:37:00,9.9,9.1,8.3,9.7,-6.8,-9,-8,31.3
2024/12/18,08:38:00,9.6,8.9,8.4,9.8,-6.9,-8.9,-7.9,31.1
2024/12/18,08:39:00,9.4,8.7,8.4,9.8,-7,-8.9,-7.9,31.2
2024/12/18,08:40:00,9.1,8.4,8.4,9.9,-7.2,-8.8,-7.8,31
2024/12/18,08:41:00,8.9,8.2,8.4,9.9,-7.3,-8.8,-7.8,30.7
2024/12/18,08:42:00,8.6,8,8.4,9.9,-7.5,-8.9,-7.9,30.7
2024/12/18,08:43:00,8.4,7.8,8.4,9.9,-7.7,-8.9,-7.9,30.8
2024/12/18,08:44:00,8.1,7.6,8.3,9.9,-7.9,-8.9,-8,30.7
2024/12/18,08:45:00,7.9,7.4,8.2,9.9,-8.1,-9,-8.1,30.8
2024/12/18,08:46:00,7.7,7.3,8.2,9.8,-8.3,-9.2,-8.2,30.8
2024/12/18,08:47:00,7.4,7.2,8.1,9.8,-8.6,-9.3,-8.4,30.8
2024/12/18,08:48:00,7.2,7,8,9.7,-8.8,-9.4,-8.5,30.9
2024/12/18,08:49:00,7,6.8,7.8,9.7,-9.1,-9.6,-8.7,31.1
2024/12/18,08:50:00,6.8,6.7,7.7,9.6,-9.3,-9.8,-8.9,31.3
2024/12/18,08:51:00,6.6,6.5,7.5,9.5,-9.6,-10,-9,31.6
2024/12/18,08:52:00,6.4,6.3,7.4,9.4,-9.9,-10.2,-9.3,31.7
2024/12/18,08:53:00,6.2,6.1,7.2,9.3,-10.2,-10.4,-9.5,31.7
2024/12/18,08:54:00,6.1,5.9,7.1,9.2,-10.5,-10.6,-9.7,32
2024/12/18,08:55:00,5.9,5.7,6.9,9.1,-10.8,-10.9,-9.9,32.1
2024/12/18,08:56:00,5.8,5.5,6.7,9,-11.1,-11.1,-10.2,31.9
2024/12/18,08:57:00,5.6,5.3,6.6,8.9,-11.4,-11.4,-10.4,32.1
2024/12/18,08:58:00,5.5,5.2,6.3,8.7,-11.7,-11.6,-10.7,31.8
2024/12/18,08:59:00,5.3,5,6.2,8.6,-12,-11.9,-11,31.8
2024/12/18,09:00:00,5.2,4.9,6,8.5,-12.3,-12.2,-11.2,32.1
2024/12/18,09:01:00,5.1,4.7,5.8,8.3,-12.6,-12.5,-11.5,32
2024/12/18,09:02:00,4.9,4.6,5.7,8.2,-13,-12.8,-11.8,32.1
2024/12/18,09:03:00,4.8,4.4,5.5,8,-13.3,-13,-12.1,31.7
2024/12/18,09:04:00,4.6,4.3,5.4,7.9,-13.6,-13.3,-12.4,31.7
2024/12/18,09:05:00,4.5,4.2,5.2,7.7,-13.9,-13.6,-12.6,31.5
2024/12/18,09:06:00,4.3,4,5.1,7.6,-14.2,-13.9,-12.9,31.3
2024/12/18,09:07:00,4.2,3.8,5,7.4,-14.5,-14.2,-13.2,31.1
2024/12/18,09:08:00,4,3.7,4.9,7.3,-14.8,-14.5,-13.5,31.3
2024/12/18,09:09:00,3.9,3.6,4.8,7.1,-15.1,-14.7,-13.7,31.4
2024/12/18,09:10:00,3.7,3.4,4.7,7,-15.4,-15,-14,31.5
2024/12/18,09:11:00,3.6,3.3,4.6,6.9,-15.7,-15.3,-14.3,31.5
2024/12/18,09:12:00,3.4,3.2,4.5,6.8,-15.9,-15.6,-14.6,31
2024/12/18,09:13:00,3.3,3,4.4,6.7,-16.2,-15.9,-14.8,30.9
2024/12/18,09:14:00,3.1,2.9,4.3,6.6,-16.5,-16.1,-15.1,30.8
2024/12/18,09:15:00,3,2.8,4.1,6.4,-16.8,-16.4,-15.3,30.9
2024/12/18,09:16:00,2.8,2.6,4.1,6.3,-17,-16.6,-15.5,31.2
2024/12/18,09:17:00,2.8,2.7,4,6.2,-17.1,-16.8,-15.6,31.9
2024/12/18,09:18:00,2.9,2.9,4,6.2,-17.1,-16.8,-15.7,33.2
2024/12/18,09:19:00,2.9,3,3.9,6.1,-17.2,-16.9,-15.8,33.8
2024/12/18,09:20:00,3,3,3.8,6.1,-17.2,-17,-15.8,32.8
2024/12/18,09:21:00,3,3.1,3.8,6,-17.2,-17.1,-15.9,32.4
2024/12/18,09:22:00,3,3.2,3.8,6,-17.2,-17.1,-16,32.3
2024/12/18,09:23:00,3,3.2,3.8,5.9,-17.2,-17.1,-16,32.1
2024/12/18,09:24:00,3.1,3.3,3.8,5.9,-17.2,-17.2,-16,31.9
2024/12/18,09:25:00,3.1,3.3,3.8,5.9,-17.1,-17.2,-16.1,31.9
2024/12/18,09:26:00,3.2,3.4,3.8,5.9,-17.1,-17.2,-16.1,31.9
2024/12/18,09:27:00,3.2,3.4,3.8,5.9,-17,-17.2,-16.1,31.8
2024/12/18,09:28:00,3.3,3.5,3.8,5.9,-16.9,-17.2,-16.1,31.7
2024/12/18,09:29:00,3.4,3.5,3.8,5.9,-16.8,-17.1,-16.1,31.7
2024/12/18,09:30:00,3.4,3.6,3.8,5.8,-16.7,-17.1,-16.1,31.6
2024/12/18,09:31:00,3.5,3.7,3.8,5.8,-16.5,-17.1,-16.1,31.5
2024/12/18,09:32:00,3.6,3.8,3.8,5.8,-16.3,-17,-16.1,31.4
2024/12/18,09:33:00,3.6,3.9,3.8,5.8,-16.2,-16.9,-16.1,31.2
2024/12/18,09:34:00,3.7,3.9,3.9,5.8,-16,-16.8,-16.1,31.2
2024/12/18,09:35:00,3.8,4,3.9,5.8,-15.8,-16.7,-16.1,31
2024/12/18,09:36:00,3.9,4.1,4,5.8,-15.6,-16.6,-16,30.8
2024/12/18,09:37:00,4,4.2,4,5.9,-15.3,-16.4,-16,30.6
2024/12/18,09:38:00,4.1,4.3,4,5.9,-15,-16.3,-15.9,30.1
2024/12/18,09:39:00,4.2,4.4,4.1,5.9,-14.8,-16.1,-15.9,29.3
2024/12/18,09:40:00,4.3,4.4,4.1,5.9,-14.4,-15.9,-15.8,19.2
2024/12/18,09:41:00,4.4,4.5,4.2,5.9,-14.1,-15.7,-15.8,21
2024/12/18,09:42:00,4.5,4.6,4.2,5.9,-13.7,-15.4,-15.7,21.8
2024/12/18,09:43:00,4.6,4.7,4.3,5.9,-13.3,-15.2,-15.6,22.4
2024/12/18,09:44:00,4.7,4.8,4.3,6,-12.9,-14.9,-15.5,24.2
2024/12/18,09:45:00,4.8,4.9,4.4,6,-12.4,-14.7,-15.4,24.3
2024/12/18,09:46:00,4.9,5,4.4,6,-12,-14.4,-15.3,25
2024/12/18,09:47:00,5,5.1,4.5,6,-11.5,-14.1,-15.2,16.9
2024/12/18,09:48:00,5.2,5.2,4.6,6,-11,-13.8,-15.1,25.5
2024/12/18,09:49:00,5.3,5.3,4.6,6.1,-10.6,-13.5,-15,27.6
2024/12/18,09:50:00,5.4,5.3,4.7,6.1,-10,-13.1,-14.8,28.4
2024/12/18,09:51:00,5.4,5.4,4.8,6.1,-9.3,-12.4,-14.1,28.3
2024/12/18,09:52:00,5.5,5.4,4.8,6.1,-8.7,-11.7,-13.5,28.3
2024/12/18,09:53:00,5.5,5.4,4.8,6.1,-8.2,-11.2,-12.9,28.4
2024/12/18,09:54:00,5.5,5.4,4.9,6.1,-7.8,-10.7,-12.4,28.4
2024/12/18,09:55:00,5.6,5.4,4.9,6.2,-7.4,-10.2,-11.9,28.3
2024/12/18,09:56:00,5.6,5.4,4.9,6.2,-7.1,-9.8,-11.4,28.3
2024/12/18,09:57:00,5.7,5.4,5,6.2,-6.9,-9.4,-11,28.4
2024/12/18,09:58:00,5.7,5.4,5,6.3,-6.6,-9.1,-10.5,28.5
2024/12/18,09:59:00,5.7,5.4,5,6.3,-6.5,-8.8,-10.1,28.7
2024/12/18,10:00:00,5.8,5.4,5,6.3,-6.3,-8.5,-9.8,28.7
2024/12/18,10:01:00,5.8,5.4,5.1,6.3,-6.2,-8.3,-9.4,28.8
2024/12/18,10:02:00,5.8,5.4,5.1,6.3,-6.2,-8.1,-9.1,29.2
2024/12/18,10:03:00,5.8,5.4,5.1,6.4,-6.1,-7.9,-8.9,28.9
2024/12/18,10:04:00,5.9,5.5,5.1,6.4,-6.1,-7.8,-8.7,28.9
2024/12/18,10:05:00,5.9,5.5,5.2,6.4,-6.1,-7.7,-8.5,28.9
2024/12/18,10:06:00,5.9,5.5,5.2,6.4,-6.1,-7.6,-8.3,29
2024/12/18,10:07:00,5.9,5.5,5.2,6.5,-6.1,-7.5,-8.1,29
2024/12/18,10:08:00,5.9,5.4,5.2,6.5,-6.2,-7.5,-8,29
2024/12/18,10:09:00,5.9,5.5,5.2,6.5,-6.3,-7.4,-7.9,29.1
2024/12/18,10:10:00,5.9,5.5,5.3,6.5,-6.3,-7.4,-7.8,29
2024/12/18,10:11:00,5.9,5.5,5.3,6.5,-6.4,-7.4,-7.8,29.1
2024/12/18,10:12:00,5.9,5.5,5.3,6.6,-6.5,-7.5,-7.7,29.1
2024/12/18,10:13:00,5.9,5.5,5.3,6.6,-6.6,-7.5,-7.7,29
2024/12/18,10:14:00,5.9,5.5,5.4,6.6,-6.8,-7.5,-7.7,29
2024/12/18,10:15:00,5.9,5.5,5.4,6.6,-6.9,-7.6,-7.7,29
2024/12/18,10:16:00,5.9,5.4,5.4,6.7,-7,-7.6,-7.7,29
2024/12/18,10:17:00,5.9,5.4,5.4,6.7,-7.2,-7.7,-7.8,28.9
2024/12/18,10:18:00,5.9,5.4,5.4,6.7,-7.3,-7.8,-7.8,28.8
2024/12/18,10:19:00,5.9,5.4,5.5,6.7,-7.5,-7.9,-7.9,28.8
2024/12/18,10:20:00,5.9,5.4,5.5,6.7,-7.6,-8,-7.9,28.9
2024/12/18,10:21:00,5.8,5.4,5.5,6.7,-7.8,-8.1,-8,28.9
2024/12/18,10:22:00,5.8,5.4,5.5,6.8,-8,-8.2,-8.1,28.8
2024/12/18,10:23:00,5.8,5.4,5.5,6.8,-8.1,-8.3,-8.2,28.8
2024/12/18,10:24:00,5.8,5.4,5.5,6.8,-8.3,-8.5,-8.3,28.7
2024/12/18,10:25:00,5.8,5.4,5.5,6.8,-8.5,-8.6,-8.4,28.7
2024/12/18,10:26:00,5.7,5.3,5.5,6.8,-8.6,-8.7,-8.4,28.8
2024/12/18,10:27:00,5.7,5.3,5.5,6.8,-8.8,-8.9,-8.5,28.7
2024/12/18,10:28:00,5.7,5.3,5.5,6.8,-9,-9,-8.7,28.6
2024/12/18,10:29:00,5.6,5.3,5.5,6.9,-9.1,-9.1,-8.8,28.6
2024/12/18,10:30:00,5.6,5.3,5.5,6.8,-9.3,-9.3,-8.9,28.6
2024/12/18,10:31:00,5.6,5.2,5.5,6.8,-9.4,-9.4,-9,28.5
2024/12/18,10:32:00,5.6,5.2,5.5,6.9,-9.6,-9.5,-9.1,28.4
2024/12/18,10:33:00,5.6,5.2,5.5,6.9,-9.8,-9.6,-9.2,28.4
2024/12/18,10:34:00,5.5,5.1,5.5,6.9,-9.9,-9.8,-9.4,28.5
2024/12/18,10:35:00,5.5,5.1,5.4,6.9,-10.1,-9.9,-9.5,28.4
2024/12/18,10:36:00,5.5,5.1,5.5,6.9,-10.2,-10,-9.6,28.4
2024/12/18,10:37:00,5.5,5.1,5.4,6.9,-10.4,-10.2,-9.7,28.4
2024/12/18,10:38:00,5.4,5,5.4,6.9,-10.5,-10.3,-9.8,28.4
2024/12/18,10:39:00,5.4,5,5.4,6.9,-10.6,-10.4,-9.9,28.4
2024/12/18,10:40:00,5.3,5,5.4,6.9,-10.8,-10.6,-10,28.3
2024/12/18,10:41:00,5.3,4.9,5.4,6.9,-10.9,-10.7,-10.2,28.3
2024/12/18,10:42:00,5.3,4.9,5.4,6.9,-11,-10.8,-10.3,28.3
2024/12/18,10:43:00,5.2,4.9,5.4,6.9,-11.1,-10.9,-10.4,28.2
2024/12/18,10:44:00,5.2,4.8,5.3,6.9,-11.3,-11,-10.5,28.2
2024/12/18,10:45:00,5.2,4.8,5.3,6.9,-11.4,-11.1,-10.6,28.2
2024/12/18,10:46:00,5.1,4.8,5.3,6.9,-11.5,-11.3,-10.7,28.3
2024/12/18,10:47:00,5.1,4.7,5.3,6.9,-11.6,-11.4,-10.8,28.2
2024/12/18,10:48:00,5.1,4.7,5.2,6.9,-11.7,-11.5,-10.9,28.1
2024/12/18,10:49:00,5,4.7,5.2,6.9,-11.8,-11.6,-11,28.1
2024/12/18,10:50:00,5,4.6,5.2,6.8,-11.9,-11.7,-11.1,28.1
2024/12/18,10:51:00,4.9,4.6,5.2,6.8,-12,-11.8,-11.2,28.1
2024/12/18,10:52:00,4.9,4.6,5.1,6.8,-12.1,-11.9,-11.3,28
2024/12/18,10:53:00,4.9,4.5,5.1,6.8,-12.2,-12,-11.4,28
2024/12/18,10:54:00,4.8,4.5,5.1,6.8,-12.3,-12.1,-11.5,28
2024/12/18,10:55:00,4.8,4.5,5.1,6.8,-12.4,-12.2,-11.5,28
2024/12/18,10:56:00,4.7,4.4,5,6.8,-12.5,-12.3,-11.6,27.9
2024/12/18,10:57:00,4.7,4.4,5,6.8,-12.6,-12.3,-11.7,27.9
2024/12/18,10:58:00,4.7,4.4,5,6.8,-12.7,-12.5,-11.8,27.9
2024/12/18,10:59:00,4.6,4.3,5,6.8,-12.7,-12.5,-11.9,28
2024/12/18,11:00:00,4.6,4.3,4.9,6.7,-12.8,-12.6,-12,27.9
2024/12/18,11:01:00,4.5,4.2,4.9,6.7,-12.9,-12.7,-12.1,27.8
2024/12/18,11:02:00,4.5,4.2,4.9,6.7,-13,-12.8,-12.1,27.9
2024/12/18,11:03:00,4.5,4.2,4.8,6.7,-13.1,-12.9,-12.2,27.9
2024/12/18,11:04:00,4.4,4.1,4.8,6.7,-13.1,-12.9,-12.3,27.9
2024/12/18,11:05:00,4.4,4.1,4.8,6.7,-13.2,-13,-12.3,27.8
2024/12/18,11:06:00,4.3,4.1,4.7,6.6,-13.3,-13.1,-12.4,27.8
2024/12/18,11:07:00,4.3,4,4.7,6.6,-13.4,-13.2,-12.5,27.8
2024/12/18,11:08:00,4.2,4,4.7,6.6,-13.4,-13.2,-12.6,27.8
2024/12/18,11:09:00,4.2,3.9,4.6,6.6,-13.5,-13.3,-12.6,27.9
2024/12/18,11:10:00,4.2,3.9,4.6,6.6,-13.5,-13.4,-12.7,27.7
2024/12/18,11:11:00,4.1,3.9,4.6,6.5,-13.6,-13.4,-12.8,27.7
2024/12/18,11:12:00,4.1,3.8,4.5,6.5,-13.7,-13.5,-12.8,27.8
2024/12/18,11:13:00,4,3.8,4.5,6.5,-13.7,-13.6,-12.9,27.6
2024/12/18,11:14:00,4,3.7,4.5,6.5,-13.8,-13.6,-12.9,27.7
2024/12/18,11:15:00,4,3.7,4.4,6.4,-13.8,-13.7,-13,27.5
2024/12/18,11:16:00,3.9,3.7,4.4,6.4,-13.9,-13.8,-13,27.5
2024/12/18,11:17:00,3.9,3.7,4.3,6.4,-13.9,-13.8,-13.1,28.8
2024/12/18,11:18:00,4,3.8,4.3,6.3,-13.9,-13.8,-13.1,29.9
2024/12/18,11:19:00,4,3.9,4.3,6.3,-13.9,-13.8,-13.1,30.1
2024/12/18,11:20:00,4.1,4,4.3,6.3,-13.9,-13.8,-13.1,30.1
2024/12/18,11:21:00,4.1,4.1,4.3,6.3,-13.8,-13.8,-13.1,30.3
2024/12/18,11:22:00,4.2,4.1,4.3,6.3,-13.8,-13.8,-13.1,30.5
2024/12/18,11:23:00,4.2,4.2,4.4,6.3,-13.7,-13.8,-13.1,30.4
2024/12/18,11:24:00,4.3,4.3,4.4,6.3,-13.7,-13.8,-13.1,30.5
2024/12/18,11:25:00,4.3,4.3,4.4,6.2,-13.7,-13.8,-13.1,30.6
2024/12/18,11:26:00,4.4,4.4,4.4,6.2,-13.6,-13.7,-13.1,30.6
2024/12/18,11:27:00,4.5,4.5,4.4,6.2,-13.5,-13.7,-13,30.6
2024/12/18,11:28:00,4.5,4.5,4.5,6.2,-13.5,-13.7,-13,30.6
2024/12/18,11:29:00,4.6,4.6,4.5,6.2,-13.4,-13.7,-13,30.5
2024/12/18,11:30:00,4.7,4.7,4.5,6.2,-13.3,-13.6,-13,30.6
2024/12/18,11:31:00,4.8,4.8,4.5,6.2,-13.2,-13.6,-13,30.5
2024/12/18,11:32:00,4.9,4.8,4.5,6.2,-13.2,-13.6,-12.9,30.4
2024/12/18,11:33:00,5,4.9,4.6,6.2,-13.1,-13.5,-12.9,30.4
2024/12/18,11:34:00,5,5,4.6,6.2,-13,-13.5,-12.8,30.4
2024/12/18,11:35:00,5.1,5,4.6,6.2,-12.9,-13.4,-12.8,30.4
2024/12/18,11:36:00,5.2,5.1,4.7,6.2,-12.8,-13.4,-12.8,30.4
2024/12/18,11:37:00,5.3,5.2,4.7,6.2,-12.7,-13.3,-12.7,30.4
2024/12/18,11:38:00,5.4,5.3,4.8,6.2,-12.6,-13.2,-12.7,30.3
2024/12/18,11:39:00,5.5,5.4,4.8,6.2,-12.5,-13.2,-12.6,30.3
2024/12/18,11:40:00,5.6,5.4,4.8,6.2,-12.4,-13.1,-12.6,30.2
2024/12/18,11:41:00,5.7,5.5,4.9,6.2,-12.3,-13,-12.5,30.2
2024/12/18,11:42:00,5.7,5.6,4.9,6.2,-12.2,-13,-12.5,30.2
2024/12/18,11:43:00,5.9,5.7,5,6.2,-12.1,-12.9,-12.4,-1
2024/12/18,11:44:00,5.9,5.7,5,6.3,-11.9,-12.8,-12.3,11.9
2024/12/18,11:45:00,5.9,5.7,5.1,6.3,-11.8,-12.7,-12.2,18.3
2024/12/18,11:46:00,5.9,5.7,5.1,6.3,-11.7,-12.6,-12.1,21.5
2024/12/18,11:47:00,6,5.6,5.1,6.3,-11.7,-12.5,-12.1,23.9
2024/12/18,11:48:00,6,5.6,5.1,6.3,-11.7,-12.5,-12,25.1
2024/12/18,11:49:00,6,5.5,5.1,6.3,-11.7,-12.4,-12,25.9
2024/12/18,11:50:00,6,5.5,5.1,6.4,-11.7,-12.4,-12,26.3
2024/12/18,11:51:00,6,5.5,5.1,6.4,-11.8,-12.4,-11.9,26.7
2024/12/18,11:52:00,6,5.5,5.2,6.4,-11.8,-12.4,-11.9,26.8
2024/12/18,11:53:00,6,5.4,5.2,6.4,-11.9,-12.4,-11.9,27
2024/12/18,11:54:00,6,5.4,5.2,6.4,-11.9,-12.4,-11.9,27
2024/12/18,11:55:00,5.9,5.4,5.2,6.4,-12,-12.5,-11.9,27.1
2024/12/18,11:56:00,5.9,5.4,5.2,6.4,-12,-12.5,-11.9,27.2
2024/12/18,11:57:00,5.9,5.3,5.2,6.4,-12.1,-12.5,-11.9,27.3
2024/12/18,11:58:00,5.9,5.3,5.2,6.4,-12.2,-12.6,-11.9,27.3
2024/12/18,11:59:00,5.8,5.3,5.2,6.4,-12.3,-12.6,-12,27.3
2024/12/18,12:00:00,5.8,5.3,5.2,6.4,-12.3,-12.6,-12,27.3
2024/12/18,12:01:00,5.8,5.2,5.2,6.4,-12.4,-12.7,-12,27.3
2024/12/18,12:02:00,5.8,5.2,5.2,6.5,-12.5,-12.8,-12,27.6
2024/12/18,12:03:00,5.7,5.1,5.2,6.5,-12.6,-12.8,-12.1,27.4
2024/12/18,12:04:00,5.7,5.1,5.2,6.5,-12.7,-12.9,-12.1,27.6
2024/12/18,12:05:00,5.6,5,5.2,6.5,-12.7,-12.9,-12.1,27.4
2024/12/18,12:06:00,5.6,5,5.2,6.5,-12.8,-13,-12.1,27.4
2024/12/18,12:07:00,5.6,5,5.1,6.4,-12.9,-13,-12.2,27.5
2024/12/18,12:08:00,5.5,4.9,5.1,6.4,-13,-13.1,-12.2,27.5
2024/12/18,12:09:00,5.5,4.9,5.1,6.5,-13,-13.1,-12.3,27.5
2024/12/18,12:10:00,5.4,4.8,5.1,6.4,-13.1,-13.2,-12.3,27.5
2024/12/18,12:11:00,5.4,4.8,5.1,6.4,-13.2,-13.2,-12.3,27.6
2024/12/18,12:12:00,5.3,4.8,5,6.4,-13.2,-13.3,-12.4,27.6
2024/12/18,12:13:00,5.3,4.7,5,6.4,-13.3,-13.4,-12.4,27.6
2024/12/18,12:14:00,5.2,4.7,5,6.4,-13.4,-13.4,-12.5,27.6
2024/12/18,12:15:00,5.2,4.6,5,6.4,-13.5,-13.5,-12.5,27.6
2024/12/18,12:16:00,5.1,4.6,5,6.4,-13.5,-13.5,-12.6,27.8
2024/12/18,12:17:00,5.1,4.6,4.9,6.4,-13.6,-13.6,-12.6,27.7
2024/12/18,12:18:00,5,4.5,4.9,6.4,-13.6,-13.6,-12.7,27.6
2024/12/18,12:19:00,5,4.5,4.9,6.4,-13.7,-13.7,-12.7,27.5
2024/12/18,12:20:00,4.9,4.4,4.8,6.4,-13.8,-13.8,-12.7,27.4
