Date,Time,R1,R2,R3,R4,F1,F2,F3,SP
2024/12/18,12:21:00,4.9,4.4,4.8,6.3,-13.8,-13.8,-12.8,27.4
2024/12/18,12:22:00,4.8,4.3,4.8,6.3,-13.9,-13.9,-12.8,28.1
2024/12/18,12:23:00,4.8,4.3,4.7,6.3,-14,-13.9,-12.9,27.6
2024/12/18,12:24:00,4.7,4.3,4.7,6.3,-14,-14,-12.9,27.4
2024/12/18,12:25:00,4.7,4.2,4.7,6.3,-14.1,-14.1,-13,27.5
2024/12/18,12:26:00,4.6,4.2,4.7,6.3,-14.1,-14.1,-13,27.9
2024/12/18,12:27:00,4.6,4.1,4.6,6.3,-14.2,-14.1,-13.1,27.5
2024/12/18,12:28:00,4.5,4.1,4.6,6.3,-14.2,-14.2,-13.1,27.6
2024/12/18,12:29:00,4.5,4,4.6,6.2,-14.3,-14.2,-13.2,28
2024/12/18,12:30:00,4.4,4,4.5,6.2,-14.3,-14.3,-13.2,27.8
2024/12/18,12:31:00,4.4,3.9,4.5,6.2,-14.4,-14.3,-13.3,27.6
2024/12/18,12:32:00,4.3,3.9,4.4,6.2,-14.4,-14.4,-13.3,27.7
2024/12/18,12:33:00,4.2,3.8,4.4,6.2,-14.5,-14.4,-13.4,27.7
2024/12/18,12:34:00,4.2,3.8,4.4,6.1,-14.6,-14.5,-13.4,27.6
2024/12/18,12:35:00,4.1,3.8,4.3,6.1,-14.6,-14.5,-13.5,27.4
2024/12/18,12:36:00,4.1,3.7,4.3,6.1,-14.7,-14.6,-13.5,27.2
2024/12/18,12:37:00,4,3.6,4.3,6,-14.7,-14.6,-13.5,27.4
2024/12/18,12:38:00,4,3.6,4.2,6,-14.8,-14.7,-13.6,27.4
2024/12/18,12:39:00,3.9,3.6,4.1,6,-14.8,-14.7,-13.6,27.8
2024/12/18,12:40:00,4,3.7,4.2,6,-14.8,-14.7,-13.7,29.7
2024/12/18,12:41:00,4.1,3.8,4.2,5.9,-14.8,-14.7,-13.7,30.3
2024/12/18,12:42:00,4.1,3.9,4.1,5.9,-14.7,-14.8,-13.7,30.3
2024/12/18,12:43:00,4.1,3.9,4.2,5.9,-14.7,-14.8,-13.7,30.6
2024/12/18,12:44:00,4.2,4,4.2,5.9,-14.7,-14.7,-13.7,30.9
2024/12/18,12:45:00,4.2,4,4.1,5.9,-14.6,-14.7,-13.7,30.6
2024/12/18,12:46:00,4.2,4.1,4.2,5.9,-14.6,-14.7,-13.7,30.7
2024/12/18,12:47:00,4.3,4.2,4.2,5.9,-14.5,-14.7,-13.7,30.7
2024/12/18,12:48:00,4.4,4.2,4.2,5.9,-14.5,-14.7,-13.6,30.9
2024/12/18,12:49:00,4.4,4.3,4.2,5.9,-14.4,-14.6,-13.6,30.9
2024/12/18,12:50:00,4.5,4.4,4.2,5.8,-14.3,-14.6,-13.6,30.9
2024/12/18,12:51:00,4.6,4.4,4.2,5.8,-14.3,-14.6,-13.6,30.9
2024/12/18,12:52:00,4.6,4.5,4.3,5.8,-14.2,-14.5,-13.6,30.8
2024/12/18,12:53:00,4.7,4.6,4.3,5.8,-14.1,-14.5,-13.5,30.8
2024/12/18,12:54:00,4.8,4.7,4.3,5.8,-14,-14.5,-13.5,30.8
2024/12/18,12:55:00,4.8,4.7,4.4,5.8,-13.9,-14.4,-13.5,30.7
2024/12/18,12:56:00,4.9,4.8,4.4,5.8,-13.8,-14.3,-13.4,30.7
2024/12/18,12:57:00,5,4.9,4.4,5.8,-13.7,-14.3,-13.4,30.7
2024/12/18,12:58:00,5.1,5,4.4,5.8,-13.7,-14.2,-13.4,30.6
2024/12/18,12:59:00,5.2,5.1,4.5,5.8,-13.6,-14.2,-13.3,30.5
2024/12/18,13:00:00,5.2,5.1,4.5,5.8,-13.5,-14.1,-13.3,30.5
2024/12/18,13:01:00,5.3,5.2,4.6,5.8,-13.4,-14.1,-13.2,30.5
2024/12/18,13:02:00,5.5,5.3,4.6,5.8,-13.3,-14,-13.2,30.4
2024/12/18,13:03:00,5.5,5.3,4.6,5.8,-13.2,-13.9,-13.2,30.4
2024/12/18,13:04:00,5.6,5.4,4.7,5.9,-13,-13.8,-13.1,30.2
2024/12/18,13:05:00,5.7,5.5,4.7,5.9,-12.9,-13.8,-13.1,30.2
2024/12/18,13:06:00,5.8,5.6,4.8,5.9,-12.8,-13.7,-13,30.2
2024/12/18,13:07:00,5.9,5.6,4.8,5.9,-12.6,-13.6,-12.9,5.1
2024/12/18,13:08:00,5.9,5.6,4.8,5.9,-12.5,-13.5,-12.8,15.4
2024/12/18,13:09:00,5.9,5.6,4.9,5.9,-12.4,-13.4,-12.7,19.9
2024/12/18,13:10:00,5.9,5.5,4.9,6,-12.4,-13.3,-12.7,22.1
2024/12/18,13:11:00,6,5.5,4.9,6,-12.3,-13.2,-12.6,24.2
2024/12/18,13:12:00,6,5.5,4.9,6,-12.3,-13.2,-12.6,25.3
2024/12/18,13:13:00,6,5.4,5,6,-12.3,-13.2,-12.5,25.8
2024/12/18,13:14:00,6,5.4,5,6,-12.4,-13.1,-12.5,26.1
2024/12/18,13:15:00,5.9,5.4,5,6.1,-12.4,-13.1,-12.5,26.5
2024/12/18,13:16:00,5.9,5.4,5,6.1,-12.4,-13.1,-12.4,26.6
2024/12/18,13:17:00,5.9,5.3,5,6.1,-12.5,-13.1,-12.4,26.6
2024/12/18,13:18:00,5.9,5.3,5,6.1,-12.5,-13.1,-12.4,26.9
2024/12/18,13:19:00,5.9,5.3,5,6.1,-12.6,-13.2,-12.4,27.4
2024/12/18,13:20:00,5.9,5.2,5,6.1,-12.7,-13.2,-12.4,27.3
2024/12/18,13:21:00,5.8,5.2,5,6.1,-12.7,-13.2,-12.4,27.8
2024/12/18,13:22:00,5.8,5.2,5,6.1,-12.8,-13.3,-12.4,27.4
2024/12/18,13:23:00,5.8,5.1,5,6.1,-12.9,-13.3,-12.4,27.5
2024/12/18,13:24:00,5.7,5.1,5,6.1,-13,-13.3,-12.5,27.6
2024/12/18,13:25:00,5.7,5.1,5,6.1,-13,-13.4,-12.5,27.5
2024/12/18,13:26:00,5.6,5,5,6.1,-13.1,-13.4,-12.5,27.9
2024/12/18,13:27:00,5.6,5,5,6.1,-13.2,-13.4,-12.5,27.7
2024/12/18,13:28:00,5.6,4.9,5,6.1,-13.2,-13.5,-12.5,28.3
2024/12/18,13:29:00,5.5,4.9,4.9,6.1,-13.3,-13.5,-12.6,27.9
2024/12/18,13:30:00,5.5,4.9,4.9,6.1,-13.4,-13.6,-12.6,27.6
2024/12/18,13:31:00,5.4,4.8,4.9,6.1,-13.4,-13.6,-12.6,27.7
2024/12/18,13:32:00,5.4,4.8,4.9,6.1,-13.5,-13.7,-12.7,27.7
2024/12/18,13:33:00,5.3,4.8,4.9,6.1,-13.6,-13.7,-12.7,28.2
2024/12/18,13:34:00,5.3,4.7,4.9,6.1,-13.6,-13.7,-12.7,28.2
2024/12/18,13:35:00,5.2,4.6,4.8,6.1,-13.7,-13.8,-12.8,27.8
2024/12/18,13:36:00,5.2,4.6,4.8,6.1,-13.7,-13.8,-12.8,27.5
2024/12/18,13:37:00,5.1,4.6,4.8,6.1,-13.8,-13.9,-12.9,27.5
2024/12/18,13:38:00,5.1,4.5,4.8,6.1,-13.9,-13.9,-12.9,27.6
2024/12/18,13:39:00,5,4.5,4.8,6.1,-13.9,-14,-12.9,27.6
2024/12/18,13:40:00,5,4.4,4.7,6.1,-14,-14,-13,27.8
2024/12/18,13:41:00,5.4,5.6,4.9,6.1,-14,-14.1,-13,27.3
2024/12/18,13:42:00,5.9,6.9,5.2,6.9,-14.2,-14.1,-13.1,27.5
2024/12/18,13:43:00,5.7,6.3,5.1,6.6,-14.3,-14.3,-13.2,28.2
2024/12/18,13:44:00,5.6,5.9,5,6.5,-14.6,-14.4,-13.3,29.1
2024/12/18,13:45:00,5.6,5.6,5,6.5,-14.8,-14.6,-13.5,29.1
2024/12/18,13:46:00,5.6,5.5,4.9,6.4,-15.1,-14.8,-13.7,29.3
2024/12/18,13:47:00,5.6,5.4,4.9,6.4,-15.3,-15,-13.8,29.5
2024/12/18,13:48:00,5.6,5.4,4.8,6.4,-15.6,-15.2,-14,29.9
2024/12/18,13:49:00,5.6,5.3,4.8,6.4,-15.9,-15.5,-14.2,29.7
2024/12/18,13:50:00,5.6,5.2,4.8,6.4,-16.2,-15.7,-14.4,29.8
2024/12/18,13:51:00,5.6,5.2,4.7,6.4,-16.5,-16,-14.7,29.6
2024/12/18,13:52:00,5.6,5.2,4.7,6.4,-16.8,-16.2,-14.9,29.5
2024/12/18,13:53:00,5.6,5.1,4.7,6.4,-17.2,-16.5,-15.2,29.4
2024/12/18,13:54:00,5.5,5.1,4.6,6.4,-17.5,-16.8,-15.5,29.4
2024/12/18,13:55:00,5.5,5.1,4.5,6.4,-17.8,-17,-15.7,29.4
2024/12/18,13:56:00,5.5,5,4.5,6.4,-18.2,-17.3,-16,29.4
2024/12/18,13:57:00,5.5,5,4.4,6.3,-18.6,-17.6,-16.3,29.4
2024/12/18,13:58:00,5.5,5,4.4,6.3,-18.9,-17.9,-16.6,29.3
2024/12/18,13:59:00,5.5,4.9,4.3,6.3,-19.2,-18.2,-16.9,29.3
2024/12/18,14:00:00,5.5,4.9,4.3,6.3,-19.6,-18.5,-17.2,29.3
2024/12/18,14:01:00,5.4,4.8,4.2,6.3,-19.9,-18.8,-17.5,29.3
2024/12/18,14:02:00,5.4,4.8,4.1,6.2,-20.2,-19,-17.8,29.2
2024/12/18,14:03:00,5.4,4.7,4.1,6.2,-20.5,-19.3,-18.1,29
2024/12/18,14:04:00,5.4,4.7,4,6.2,-20.8,-19.6,-18.4,29
2024/12/18,14:05:00,5.4,4.6,3.9,6.2,-21.1,-19.9,-18.7,28.9
2024/12/18,14:06:00,5.4,4.6,3.9,6.1,-21.4,-20.2,-19,28.8
2024/12/18,14:07:00,5.3,4.5,3.8,6.1,-21.7,-20.4,-19.2,28.9
2024/12/18,14:08:00,5.3,4.5,3.7,6.1,-22,-20.7,-19.5,28.9
2024/12/18,14:09:00,5.3,4.4,3.6,6,-22.3,-21,-19.8,28.8
2024/12/18,14:10:00,5.3,4.4,3.6,6,-22.5,-21.3,-20.1,28.8
2024/12/18,14:11:00,5.3,4.4,3.6,6,-22.6,-21.3,-20.2,29.9
2024/12/18,14:12:00,5.4,4.4,3.6,5.9,-22.6,-21.4,-20.2,31.5
2024/12/18,14:13:00,5.5,4.5,3.6,5.9,-22.6,-21.5,-20.4,31.9
2024/12/18,14:14:00,5.5,4.6,3.7,5.9,-22.7,-21.6,-20.5,31.9
2024/12/18,14:15:00,5.6,4.7,3.7,5.8,-22.7,-21.6,-20.6,32
2024/12/18,14:16:00,5.7,4.7,3.7,5.8,-22.7,-21.7,-20.7,31.8
2024/12/18,14:17:00,5.7,4.8,3.7,5.8,-22.6,-21.8,-20.7,31.8
2024/12/18,14:18:00,5.8,4.9,3.7,5.8,-22.6,-21.8,-20.8,31.8
2024/12/18,14:19:00,5.8,4.9,3.8,5.8,-22.6,-21.9,-20.9,31.8
2024/12/18,14:20:00,5.9,5,3.8,5.8,-22.6,-21.9,-20.9,31.8
2024/12/18,14:21:00,6,5.1,3.8,5.7,-22.6,-21.9,-20.9,31.6
2024/12/18,14:22:00,6.1,5.2,3.8,5.7,-22.5,-22,-21,31.5
2024/12/18,14:23:00,6.1,5.2,3.9,5.7,-22.5,-22,-21,31.6
2024/12/18,14:24:00,6.2,5.3,3.9,5.7,-22.4,-22,-21,31.5
2024/12/18,14:25:00,6.3,5.4,3.9,5.7,-22.4,-22,-21,31.5
2024/12/18,14:26:00,6.4,5.5,4,5.7,-22.3,-22,-21.1,31.5
2024/12/18,14:27:00,6.5,5.6,4,5.7,-22.3,-22,-21.1,31.3
2024/12/18,14:28:00,6.5,5.6,4.1,5.7,-22.2,-22,-21.1,31.2
2024/12/18,14:29:00,6.6,5.7,4.1,5.7,-22.1,-22,-21.1,31.1
2024/12/18,14:30:00,6.7,5.8,4.2,5.7,-22,-22,-21.1,31
2024/12/18,14:31:00,6.8,5.9,4.2,5.7,-21.9,-21.9,-21.1,30.9
2024/12/18,14:32:00,6.9,6,4.3,5.7,-21.8,-21.9,-21.1,30.9
2024/12/18,14:33:00,7,6.1,4.3,5.7,-21.7,-21.9,-21,30.8
2024/12/18,14:34:00,7.1,6.2,4.4,5.7,-21.6,-21.9,-21,30.8
2024/12/18,14:35:00,7.2,6.2,4.4,5.7,-21.5,-21.8,-21,30.7
2024/12/18,14:36:00,7.2,6.3,4.5,5.7,-21.3,-21.8,-20.9,-14.2
2024/12/18,14:37:00,7.2,6.4,4.5,5.7,-21.2,-21.7,-20.9,11.3
2024/12/18,14:38:00,7.3,6.4,4.5,5.7,-21.3,-21.7,-20.9,19.5
2024/12/18,14:39:00,7.3,6.3,4.5,5.7,-21.3,-21.7,-20.9,22.7
2024/12/18,14:40:00,7.3,6.3,4.5,5.7,-21.4,-21.8,-21,25.1
2024/12/18,14:41:00,7.3,6.2,4.5,5.8,-21.5,-21.8,-21,26.4
2024/12/18,14:42:00,7.3,6.1,4.5,5.7,-21.7,-21.9,-21.1,26.9
2024/12/18,14:43:00,7.3,6.1,4.5,5.8,-21.9,-22,-21.2,27.1
2024/12/18,14:44:00,7.3,6.1,4.5,5.8,-22,-22.1,-21.3,27.5
2024/12/18,14:45:00,7.3,6,4.4,5.7,-22.2,-22.3,-21.4,27.7
2024/12/18,14:46:00,7.4,6,4.4,5.8,-22.4,-22.4,-21.5,27.7
2024/12/18,14:47:00,7.4,5.9,4.4,5.8,-22.6,-22.5,-21.7,27.9
2024/12/18,14:48:00,7.3,5.9,4.3,5.7,-22.8,-22.7,-21.8,27.9
2024/12/18,14:49:00,7.3,5.8,4.3,5.7,-23,-22.8,-22,27.9
2024/12/18,14:50:00,7.3,5.8,4.2,5.7,-23.2,-23,-22.1,28
2024/12/18,14:51:00,7.3,5.7,4.2,5.7,-23.4,-23.1,-22.3,28
2024/12/18,14:52:00,7.3,5.7,4.2,5.7,-23.6,-23.3,-22.5,28
2024/12/18,14:53:00,7.3,5.6,4.1,5.7,-23.8,-23.5,-22.6,28.1
2024/12/18,14:54:00,7.2,5.6,4,5.7,-24,-23.7,-22.8,28
2024/12/18,14:55:00,7.2,5.5,4,5.7,-24.2,-23.8,-22.9,28.1
2024/12/18,14:56:00,7.2,5.5,3.9,5.6,-24.4,-24,-23.1,28
2024/12/18,14:57:00,7.1,5.4,3.9,5.6,-24.7,-24.2,-23.3,28.1
2024/12/18,14:58:00,7.1,5.3,3.8,5.6,-24.8,-24.3,-23.5,28.2
2024/12/18,14:59:00,7.1,5.3,3.8,5.6,-25,-24.5,-23.6,28.1
2024/12/18,15:00:00,7.1,5.2,3.7,5.5,-25.2,-24.7,-23.8,28.3
2024/12/18,15:01:00,7,5.2,3.6,5.5,-25.4,-24.8,-24,28.2
2024/12/18,15:02:00,7,5.1,3.5,5.5,-25.6,-25,-24.2,28.2
2024/12/18,15:03:00,7,5,3.5,5.4,-25.8,-25.2,-24.3,28.2
2024/12/18,15:04:00,6.9,5,3.4,5.4,-25.9,-25.3,-24.5,28.3
2024/12/18,15:05:00,6.9,4.9,3.3,5.4,-26.1,-25.5,-24.6,28.2
2024/12/18,15:06:00,6.9,4.8,3.3,5.4,-26.3,-25.6,-24.8,28.1
2024/12/18,15:07:00,6.8,4.8,3.2,5.3,-26.4,-25.8,-25,28.1
2024/12/18,15:08:00,6.8,4.7,3.1,5.3,-26.6,-25.9,-25.1,28
2024/12/18,15:09:00,6.7,4.6,3,5.2,-26.7,-26.1,-25.3,28.1
2024/12/18,15:10:00,6.7,4.6,2.9,5.2,-26.9,-26.3,-25.4,27.8
2024/12/18,15:11:00,6.6,4.5,2.8,5.2,-27,-26.4,-25.6,27.9
2024/12/18,15:12:00,6.6,4.4,2.8,5.1,-27.2,-26.5,-25.7,27.8
2024/12/18,15:13:00,6.5,4.4,2.7,5.1,-27.3,-26.7,-25.9,27.9
2024/12/18,15:14:00,6.5,4.3,2.6,5.1,-27.4,-26.8,-26,27.9
2024/12/18,15:15:00,6.5,4.2,2.5,5,-27.6,-27,-26.2,28
2024/12/18,15:16:00,6.4,4.2,2.4,5,-27.7,-27.1,-26.3,27.9
2024/12/18,15:17:00,6.3,4.1,2.4,4.9,-27.8,-27.2,-26.4,27.9
2024/12/18,15:18:00,6.3,4,2.3,4.9,-28,-27.3,-26.6,27.8
2024/12/18,15:19:00,6.2,4,2.2,4.8,-28.1,-27.5,-26.7,27.9
2024/12/18,15:20:00,6.2,3.9,2.1,4.8,-28.2,-27.6,-26.8,28
2024/12/18,15:21:00,6.2,3.8,2.1,4.7,-28.3,-27.7,-26.9,27.9
2024/12/18,15:22:00,6.1,3.8,2,4.7,-28.4,-27.8,-27.1,27.9
2024/12/18,15:23:00,6,3.7,1.9,4.7,-28.5,-28,-27.2,28
2024/12/18,15:24:00,6,3.6,1.8,4.6,-28.6,-28.1,-27.3,27.9
2024/12/18,15:25:00,5.9,3.6,1.7,4.6,-28.7,-28.2,-27.4,27.9
2024/12/18,15:26:00,5.9,3.5,1.6,4.5,-28.8,-28.3,-27.5,27.9
2024/12/18,15:27:00,5.9,3.4,1.6,4.4,-28.9,-28.4,-27.7,27.9
2024/12/18,15:28:00,5.8,3.4,1.5,4.4,-29,-28.5,-27.7,28.6
2024/12/18,15:29:00,5.9,3.4,1.6,4.3,-28.9,-28.5,-27.7,30.7
2024/12/18,15:30:00,6,3.5,1.6,4.2,-28.9,-28.5,-27.7,31.8
2024/12/18,15:31:00,6,3.6,1.6,4.2,-28.9,-28.5,-27.8,31.9
2024/12/18,15:32:00,6,3.6,1.6,4.1,-28.9,-28.5,-27.8,32.8
2024/12/18,15:33:00,6,3.7,1.6,4.1,-28.9,-28.6,-27.8,32.4
2024/12/18,15:34:00,6.1,3.7,1.6,4.1,-28.8,-28.6,-27.8,32.2
2024/12/18,15:35:00,6.1,3.8,1.7,4.1,-28.7,-28.6,-27.8,32.2
2024/12/18,15:36:00,6.2,3.9,1.7,4,-28.7,-28.5,-27.8,32.1
2024/12/18,15:37:00,6.2,4,1.7,4,-28.6,-28.6,-27.8,32.3
2024/12/18,15:38:00,6.3,4,1.8,3.9,-28.6,-28.5,-27.8,32.1
2024/12/18,15:39:00,6.3,4.1,1.8,3.9,-28.5,-28.5,-27.8,32
2024/12/18,15:40:00,6.4,4.2,1.8,3.9,-28.4,-28.5,-27.8,31.9
2024/12/18,15:41:00,6.4,4.3,1.9,3.9,-28.3,-28.5,-27.8,32
2024/12/18,15:42:00,6.5,4.3,1.9,3.8,-28.3,-28.4,-27.7,31.9
2024/12/18,15:43:00,6.5,4.4,1.9,3.8,-28.2,-28.4,-27.7,31.7
2024/12/18,15:44:00,6.6,4.5,2,3.8,-28.1,-28.3,-27.7,31.7
2024/12/18,15:45:00,6.7,4.5,2,3.8,-28,-28.3,-27.6,31.6
2024/12/18,15:46:00,6.7,4.6,2.1,3.8,-27.9,-28.3,-27.6,31.5
2024/12/18,15:47:00,6.8,4.7,2.1,3.8,-27.7,-28.2,-27.6,31.5
2024/12/18,15:48:00,6.9,4.8,2.2,3.7,-27.7,-28.2,-27.6,31.4
2024/12/18,15:49:00,6.9,4.8,2.2,3.7,-27.5,-28.1,-27.5,31.4
2024/12/18,15:50:00,7,4.9,2.3,3.7,-27.4,-28,-27.4,31.4
2024/12/18,15:51:00,7.1,5,2.4,3.7,-27.3,-28,-27.4,31.3
2024/12/18,15:52:00,7.2,5.1,2.4,3.7,-27.2,-27.9,-27.3,31.4
2024/12/18,15:53:00,7.2,5.2,2.5,3.7,-27,-27.8,-27.2,31.3
2024/12/18,15:54:00,7.3,5.3,2.5,3.7,-26.9,-27.8,-27.2,23.2
2024/12/18,15:55:00,7.4,5.3,2.5,3.8,-26.5,-27.6,-27,14.3
2024/12/18,15:56:00,7.4,5.3,2.6,3.8,-26.2,-27.4,-26.8,17.7
2024/12/18,15:57:00,7.4,5.3,2.6,3.8,-26,-27.2,-26.7,20.1
2024/12/18,15:58:00,7.5,5.3,2.6,3.8,-25.9,-27,-26.5,22
2024/12/18,15:59:00,7.5,5.3,2.6,3.8,-25.7,-26.9,-26.4,23.2
2024/12/18,16:00:00,7.5,5.2,2.6,3.8,-25.5,-26.7,-26.2,23.9
2024/12/18,16:01:00,7.6,5.2,2.7,3.8,-25.4,-26.6,-26.1,24.6
2024/12/18,16:02:00,7.6,5.2,2.7,3.8,-25.3,-26.4,-26,25.1
2024/12/18,16:03:00,7.6,5.2,2.7,3.8,-25.1,-26.3,-25.8,25.3
2024/12/18,16:04:00,7.7,5.2,2.7,3.8,-25,-26.2,-25.7,25.6
2024/12/18,16:05:00,7.7,5.1,2.7,3.8,-24.9,-26,-25.5,25.4
2024/12/18,16:06:00,7.8,5.1,2.7,3.8,-24.8,-25.9,-25.4,25.8
2024/12/18,16:07:00,7.8,5.1,2.7,3.8,-24.7,-25.8,-25.3,25.7
2024/12/18,16:08:00,7.8,5.1,2.7,3.8,-24.6,-25.7,-25.2,25.7
2024/12/18,16:09:00,7.8,5.1,2.7,3.8,-24.5,-25.6,-25.1,25.8
2024/12/18,16:10:00,7.9,5.1,2.7,3.8,-24.4,-25.5,-25,25.9
2024/12/18,16:11:00,7.9,5.1,2.7,3.8,-24.3,-25.4,-24.9,25.8
2024/12/18,16:12:00,7.9,5.1,2.7,3.8,-24.3,-25.3,-24.8,25.9
2024/12/18,16:13:00,8,5,2.7,3.8,-24.2,-25.2,-24.7,26.1
2024/12/18,16:14:00,8,5,2.7,3.8,-24.1,-25.1,-24.6,26.1
2024/12/18,16:15:00,8,5,2.7,3.8,-24.1,-25.1,-24.5,26.1
2024/12/18,16:16:00,8.1,5,2.7,3.8,-24,-25,-24.4,26.1
2024/12/18,16:17:00,8.1,5,2.7,3.8,-24,-24.9,-24.3,26.1
2024/12/18,16:18:00,8.1,5,2.7,3.8,-23.9,-24.8,-24.3,26.2
2024/12/18,16:19:00,8.1,5,2.7,3.8,-23.9,-24.7,-24.2,26.2
2024/12/18,16:20:00,8.1,5,2.7,3.8,-23.8,-24.7,-24.1,26.2
2024/12/18,16:21:00,8.2,4.9,2.7,3.8,-23.8,-24.6,-24,26.2
2024/12/18,16:22:00,8.2,4.9,2.7,3.8,-23.7,-24.6,-24,26.3
2024/12/18,16:23:00,8.2,4.9,2.7,3.8,-23.7,-24.5,-23.9,26.3
2024/12/18,16:24:00,8.2,4.9,2.6,3.8,-23.7,-24.5,-23.9,26.3
2024/12/18,16:25:00,8.2,4.9,2.6,3.8,-23.7,-24.4,-23.8,26.4
2024/12/18,16:26:00,8.2,4.9,2.6,3.8,-23.6,-24.4,-23.8,26.2
2024/12/18,16:27:00,8.3,4.9,2.6,3.8,-23.6,-24.3,-23.7,26.3
2024/12/18,16:28:00,8.3,4.9,2.6,3.8,-23.6,-24.3,-23.7,26.5
2024/12/18,16:29:00,8.3,4.8,2.6,3.8,-23.6,-24.2,-23.6,26.4
2024/12/18,16:30:00,8.3,4.8,2.6,3.8,-23.5,-24.2,-23.6,26.4
2024/12/18,16:31:00,8.3,4.8,2.6,3.8,-23.5,-24.2,-23.5,26.4
2024/12/18,16:32:00,8.3,4.8,2.5,3.8,-23.5,-24.1,-23.5,26.4
2024/12/18,16:33:00,8.4,4.8,2.5,3.8,-23.5,-24.1,-23.4,26.4
2024/12/18,16:34:00,8.4,4.8,2.5,3.8,-23.5,-24.1,-23.4,26.4
2024/12/18,16:35:00,8.4,4.8,2.5,3.8,-23.4,-24,-23.4,26.4
2024/12/18,16:36:00,8.4,4.8,2.5,3.7,-23.4,-24,-23.4,26.4
2024/12/18,16:37:00,8.4,4.7,2.5,3.7,-23.4,-24,-23.3,26.5
2024/12/18,16:38:00,8.4,4.7,2.5,3.7,-23.4,-24,-23.3,26.5
2024/12/18,16:39:00,8.4,4.7,2.5,3.8,-23.4,-23.9,-23.3,26.5
2024/12/18,16:40:00,8.4,4.7,2.5,3.7,-23.4,-23.9,-23.3,26.5
2024/12/18,16:41:00,8.4,4.7,2.4,3.7,-23.4,-23.9,-23.2,26.5
2024/12/18,16:42:00,8.4,4.7,2.4,3.7,-23.4,-23.9,-23.2,26.5
2024/12/18,16:43:00,8.5,4.7,2.4,3.7,-23.4,-23.9,-23.2,26.5
2024/12/18,16:44:00,8.5,4.6,2.4,3.7,-23.4,-23.9,-23.2,26.5
2024/12/18,16:45:00,8.5,4.6,2.3,3.7,-23.4,-23.9,-23.1,26.5
2024/12/18,16:46:00,8.5,4.6,2.3,3.7,-23.4,-23.8,-23.1,26.6
2024/12/18,16:47:00,8.5,4.6,2.3,3.7,-23.4,-23.8,-23.1,26.5
2024/12/18,16:48:00,8.5,4.6,2.3,3.7,-23.4,-23.8,-23.1,26.6
2024/12/18,16:49:00,8.5,4.5,2.3,3.7,-23.4,-23.8,-23.1,26.7
2024/12/18,16:50:00,8.5,4.6,2.3,3.7,-23.4,-23.8,-23.1,26.6
2024/12/18,16:51:00,8.5,4.5,2.2,3.7,-23.4,-23.8,-23.1,26.6
2024/12/18,16:52:00,8.5,4.5,2.2,3.7,-23.4,-23.8,-23.1,26.7
2024/12/18,16:53:00,8.5,4.5,2.2,3.7,-23.4,-23.8,-23.1,26.5
2024/12/18,16:54:00,8.5,4.5,2.2,3.7,-23.4,-23.8,-23.1,26.6
2024/12/18,16:55:00,8.5,4.5,2.2,3.6,-23.4,-23.8,-23,26.6
2024/12/18,16:56:00,8.5,4.5,2.2,3.6,-23.5,-23.8,-23,26.6
2024/12/18,16:57:00,8.5,4.5,2.2,3.6,-23.5,-23.8,-23,26.5
2024/12/18,16:58:00,8.5,4.4,2.1,3.6,-23.5,-23.8,-23,26.4
2024/12/18,16:59:00,8.5,4.4,2.1,3.6,-23.5,-23.8,-23.1,26.4
2024/12/18,17:00:00,8.6,4.4,2.1,3.6,-23.5,-23.8,-23,26.4
2024/12/18,17:01:00,8.6,4.4,2.1,3.6,-23.5,-23.8,-23,26.4
2024/12/18,17:02:00,8.6,4.4,2.1,3.6,-23.5,-23.8,-23.1,26.4
2024/12/18,17:03:00,8.6,4.4,2.1,3.6,-23.6,-23.8,-23.1,26.4
2024/12/18,17:04:00,8.6,4.3,2,3.6,-23.6,-23.8,-23.1,26.3
2024/12/18,17:05:00,8.6,4.3,2,3.6,-23.6,-23.9,-23.1,26.4
2024/12/18,17:06:00,8.6,4.3,2,3.6,-23.6,-23.9,-23.1,26.3
2024/12/18,17:07:00,8.6,4.3,2,3.5,-23.7,-23.9,-23.1,26.5
2024/12/18,17:08:00,8.6,4.3,2,3.5,-23.7,-23.9,-23.1,26.4
2024/12/18,17:09:00,8.6,4.3,2,3.5,-23.7,-23.9,-23.1,26.3
2024/12/18,17:10:00,8.6,4.3,2,3.5,-23.7,-23.9,-23.1,26.3
2024/12/18,17:11:00,8.6,4.3,1.9,3.5,-23.7,-23.9,-23.2,26.4
2024/12/18,17:12:00,8.6,4.2,1.9,3.5,-23.7,-23.9,-23.2,26.3
2024/12/18,17:13:00,8.6,4.2,1.9,3.5,-23.8,-24,-23.2,26.4
2024/12/18,17:14:00,8.6,4.2,1.9,3.5,-23.8,-24,-23.2,26.2
2024/12/18,17:15:00,8.6,4.2,1.9,3.5,-23.8,-24,-23.2,26.9
2024/12/18,17:16:00,8.6,4.2,1.9,3.5,-23.9,-24,-23.2,26.6
2024/12/18,17:17:00,8.6,4.2,1.8,3.5,-23.9,-24.1,-23.3,26.5
2024/12/18,17:18:00,8.6,4.1,1.8,3.4,-23.9,-24.1,-23.3,26.4
2024/12/18,17:19:00,8.6,4.1,1.8,3.4,-24,-24.1,-23.3,26.3
